WORD: kapağı, FREQ: 1
WORD: dansını, FREQ: 1
WORD: öğretir, FREQ: 1
WORD: hayatının, FREQ: 1
WORD: servisinde, FREQ: 1
WORD: görmez, FREQ: 1
WORD: ileride, FREQ: 1
WORD: rastlar, FREQ: 1
WORD: yapanlardan, FREQ: 1
WORD: kurtulmaya, FREQ: 1
WORD: bacağındaki, FREQ: 1
WORD: aparatlar, FREQ: 1
WORD: kendiliğinden, FREQ: 1
WORD: orta, FREQ: 1
WORD: seviyede, FREQ: 1
WORD: zekasına, FREQ: 1
WORD: hızda, FREQ: 1
WORD: koşabildiğini, FREQ: 1
WORD: alabama, FREQ: 1
WORD: üniversitesi, FREQ: 1
WORD: nden, FREQ: 1
WORD: burs, FREQ: 1
WORD: yıllarında, FREQ: 1
WORD: george, FREQ: 1
WORD: wallace’nin, FREQ: 1
WORD: stand, FREQ: 1
WORD: school, FREQ: 1
WORD: house, FREQ: 1
WORD: door, FREQ: 1
WORD: zencilerin, FREQ: 1
WORD: girmemesi, FREQ: 1
WORD: kapısında, FREQ: 1
WORD: bekleyerek, FREQ: 1
WORD: gerçekleştirdiği, FREQ: 1
WORD: eylem, FREQ: 1
WORD: tanıklık, FREQ: 1
WORD: futbolu, FREQ: 1
WORD: başlayıp, FREQ: 1
WORD: ün, FREQ: 1
WORD: kennedy, FREQ: 1
WORD: tokalaşma, FREQ: 1
WORD: imkanı, FREQ: 1
WORD: bulur, FREQ: 1
WORD: üniversiteden, FREQ: 1
WORD: mezun, FREQ: 1
WORD: olduktan, FREQ: 1
WORD: girmek, FREQ: 1
WORD: anlaştıkları, FREQ: 1
WORD: buford, FREQ: 1
WORD: arkadaş, FREQ: 1
WORD: olacakları, FREQ: 1
WORD: ordusuna, FREQ: 1
WORD: esnalarda, FREQ: 1
WORD: savaşın, FREQ: 1
WORD: hüküm, FREQ: 1
WORD: sürdüğü, FREQ: 1
WORD: gönderilirler, FREQ: 1
WORD: devriye, FREQ: 1
WORD: gezdikleri, FREQ: 1
WORD: pusuya, FREQ: 1
WORD: düşürülürler, FREQ: 1
WORD: kişiyi, FREQ: 1
WORD: kurtarır, FREQ: 1
WORD: kalçasından, FREQ: 1
WORD: vurulur, FREQ: 1
WORD: üstün, FREQ: 1
WORD: cesaretinden, FREQ: 1
WORD: lyndan, FREQ: 1
WORD: johnson’dan, FREQ: 1
WORD: şeref, FREQ: 1
WORD: madalyası, FREQ: 1
WORD: tedavisi, FREQ: 1
WORD: yaralardan, FREQ: 1
WORD: bacağı, FREQ: 1
WORD: diz, FREQ: 1
WORD: kapağının, FREQ: 1
WORD: altından, FREQ: 1
WORD: kalmasına, FREQ: 1
WORD: kaderinin, FREQ: 1
WORD: önüne, FREQ: 1
WORD: geçtiğini, FREQ: 1
WORD: ataları, FREQ: 1
WORD: ölmesi, FREQ: 1
WORD: düşündüğü, FREQ: 1
WORD: kurtaran, FREQ: 1
WORD: washington’dayken, FREQ: 1
WORD: mall’de, FREQ: 1
WORD: karşıtı, FREQ: 1
WORD: gösteriye, FREQ: 1
WORD: istemeden, FREQ: 1
WORD: orda, FREQ: 1
WORD: gece, FREQ: 1
WORD: dolaşırlar, FREQ: 1
WORD: ağzı, FREQ: 1
WORD: bozuk, FREQ: 1
WORD: erkek, FREQ: 1
WORD: arkadaşına, FREQ: 1
WORD: ara, FREQ: 1
WORD: oynamadaki, FREQ: 1
WORD: yeteneğini, FREQ: 1
WORD: keşfeder, FREQ: 1
WORD: ordu, FREQ: 1
WORD: takımında, FREQ: 1
WORD: takımına, FREQ: 1
WORD: karşı, FREQ: 1
WORD: oynanan, FREQ: 1
WORD: dostluk, FREQ: 1
WORD: maçında, FREQ: 1
WORD: görev, FREQ: 1
WORD: saraya, FREQ: 1
WORD: richard, FREQ: 1
WORD: nixon, FREQ: 1
WORD: tekrardan, FREQ: 1
WORD: gump’a, FREQ: 1
WORD: oteli’nde, FREQ: 1
WORD: ayarlar, FREQ: 1
WORD: skandalının, FREQ: 1
WORD: ortaya, FREQ: 1
WORD: çıkmasına, FREQ: 1
WORD: istem, FREQ: 1
WORD: dışı, FREQ: 1
WORD: ettiği, FREQ: 1
WORD: başarıdan, FREQ: 1
WORD: lennon, FREQ: 1
WORD: dick, FREQ: 1
WORD: cavett, FREQ: 1
WORD: show’a, FREQ: 1
WORD: lennon’un, FREQ: 1
WORD: şarkısına, FREQ: 1
WORD: hayattan, FREQ: 1
WORD: umudunu, FREQ: 1
WORD: kesmiş, FREQ: 1
WORD: içki, FREQ: 1
WORD: müptelası, FREQ: 1
WORD: gelen, FREQ: 1
WORD: girme, FREQ: 1
WORD: planlarını, FREQ: 1
WORD: küçümser, FREQ: 1
WORD: işe, FREQ: 1
WORD: girerse, FREQ: 1
WORD: elemanı, FREQ: 1
WORD: dair, FREQ: 1
WORD: alaycı, FREQ: 1
WORD: söz, FREQ: 1
WORD: çizgide, FREQ: 1
WORD: ilerlemektedir, FREQ: 1
WORD: erkekle, FREQ: 1
WORD: geçiren, FREQ: 1
WORD: eroin, FREQ: 1
WORD: bağımlısı, FREQ: 1
WORD: gelmiştir, FREQ: 1
WORD: seferinde, FREQ: 1
WORD: intihar, FREQ: 1
WORD: etmeyi, FREQ: 1
WORD: düşünür, FREQ: 1
WORD: ordudan, FREQ: 1
WORD: ayrıldıktan, FREQ: 1
WORD: reklamından, FREQ: 1
WORD: kazandığı, FREQ: 1
WORD: parayla, FREQ: 1
WORD: bubba’ya, FREQ: 1
WORD: askerdeyken, FREQ: 1
WORD: sözü, FREQ: 1
WORD: teknesi, FREQ: 1
WORD: adını, FREQ: 1
WORD: koyar, FREQ: 1
WORD: sözünü, FREQ: 1
WORD: çalışanı, FREQ: 1
WORD: işinde, FREQ: 1
WORD: şansları, FREQ: 1
WORD: yaver, FREQ: 1
WORD: gitmez, FREQ: 1
WORD: carmen, FREQ: 1
WORD: kasırgasının, FREQ: 1
WORD: teknelere, FREQ: 1
WORD: verip, FREQ: 1
WORD: rekabeti, FREQ: 1
WORD: ortadan, FREQ: 1
WORD: kadırmasıyla, FREQ: 1
WORD: başarı, FREQ: 1
WORD: kasırga, FREQ: 1
WORD: tanrıyla, FREQ: 1
WORD: barışan, FREQ: 1
WORD: hastalanan, FREQ: 1
WORD: eve, FREQ: 1
WORD: vefat, FREQ: 1
WORD: dan’in, FREQ: 1
WORD: yönetimine, FREQ: 1
WORD: servetini, FREQ: 1
WORD: edecek, FREQ: 1
WORD: meyve, FREQ: 1
WORD: şirketine, FREQ: 1
WORD: apple, FREQ: 1
WORD: company, FREQ: 1
WORD: yatırır, FREQ: 1
WORD: bayılmasına, FREQ: 1
WORD: düşük, FREQ: 1
WORD: işi, FREQ: 1
WORD: bırakmasına, FREQ: 1
WORD: hatırı, FREQ: 1
WORD: sayılır, FREQ: 1
WORD: çek, FREQ: 1
WORD: onunla, FREQ: 1
WORD: kalır, FREQ: 1
WORD: teklif, FREQ: 1
WORD: reddeder, FREQ: 1
WORD: geçirdikleri, FREQ: 1
WORD: gecenin, FREQ: 1
WORD: sessizce, FREQ: 1
WORD: evden, FREQ: 1
WORD: koşmaya, FREQ: 1
WORD: karar, FREQ: 1
WORD: koşusu, FREQ: 1
WORD: batı, FREQ: 1
WORD: sahilinden, FREQ: 1
WORD: doğu, FREQ: 1
WORD: sahiline, FREQ: 1
WORD: uzanan, FREQ: 1
WORD: maratona, FREQ: 1
WORD: dönüşür, FREQ: 1
WORD: takipçisi, FREQ: 1
WORD: iflas, FREQ: 1
WORD: etmiş, FREQ: 1
WORD: girişimciye, FREQ: 1
WORD: koşmayı, FREQ: 1
WORD: aniden, FREQ: 1
WORD: evine, FREQ: 1
WORD: jenny’den, FREQ: 1
WORD: ziyaret, FREQ: 1
WORD: etmesini, FREQ: 1
WORD: isteyen, FREQ: 1
WORD: anlatmasına, FREQ: 1
WORD: mektup, FREQ: 1
WORD: buluştuktan, FREQ: 1
WORD: adında, FREQ: 1
WORD: haley, FREQ: 1
WORD: joel, FREQ: 1
WORD: osment, FREQ: 1
WORD: öğrenir, FREQ: 1
WORD: bilinmeyen, FREQ: 1
WORD: virüsün, FREQ: 1
WORD: bulaştığını, FREQ: 1
WORD: söyler, FREQ: 1
WORD: sefer, FREQ: 1
WORD: teklifini, FREQ: 1
WORD: yapar, FREQ: 1
WORD: alabama’ya, FREQ: 1
WORD: dönerler, FREQ: 1
WORD: düğün, FREQ: 1
WORD: törenine, FREQ: 1
WORD: protez, FREQ: 1
WORD: kullanmaya, FREQ: 1
WORD: başlayan, FREQ: 1
WORD: nişanlısı, FREQ: 1
WORD: okulun, FREQ: 1
WORD: servisine, FREQ: 1
WORD: bindirmek, FREQ: 1
WORD: başladığında, FREQ: 1
WORD: oturduğu, FREQ: 1
WORD: ağaç, FREQ: 1
WORD: kütüğünün, FREQ: 1
WORD: bekler, FREQ: 1
WORD: kitap, FREQ: 1
WORD: ayracı, FREQ: 1
WORD: kullandığı, FREQ: 1
WORD: rüzgarda, FREQ: 1
WORD: uçuşmasını, FREQ: 1
WORD: izler, FREQ: 1
WORD: hanks , FREQ: 1
WORD: çocukluğunda, FREQ: 1
WORD: ortalama, FREQ: 1
WORD: iq’nun, FREQ: 1
WORD: altında, FREQ: 1
WORD: düşünülmesine, FREQ: 1
WORD: sevdiren, FREQ: 1
WORD: karakterinin, FREQ: 1
WORD: sevdiklerine, FREQ: 1
WORD: görevine, FREQ: 1
WORD: bağlılığı, FREQ: 1
WORD: değiştiren, FREQ: 1
WORD: olayı, FREQ: 1
WORD: beraberinde, FREQ: 1
WORD: getiren, FREQ: 1
WORD: özellikleri…, FREQ: 1
WORD: hayatın, FREQ: 1
WORD: akışında, FREQ: 1
WORD: tarihte, FREQ: 1
WORD: edinmiş, FREQ: 1
WORD: figür, FREQ: 1
WORD: olayla, FREQ: 1
WORD: travolta, FREQ: 1
WORD: oyuncusu, FREQ: 1
WORD: seçilir, FREQ: 1
WORD: role, FREQ: 1
WORD: seçilmesinin, FREQ: 1
WORD: hata, FREQ: 1
WORD: bill, FREQ: 1
WORD: murray’, FREQ: 1
WORD: değerlendirilmiştir, FREQ: 1
WORD: senaryoyu, FREQ: 1
WORD: buçuk, FREQ: 1
WORD: saat, FREQ: 1
WORD: okuduktan, FREQ: 1
WORD: çarpıtılmaması, FREQ: 1
WORD: şartıyla, FREQ: 1
WORD: curran, FREQ: 1
WORD: görüşte, FREQ: 1
WORD: ömür, FREQ: 1
WORD: boyu, FREQ: 1
WORD: sevmekten, FREQ: 1
WORD: vazgeçmediği, FREQ: 1
WORD: çocukluk, FREQ: 1
WORD: tacize, FREQ: 1
WORD: maruz, FREQ: 1
WORD: forrest’ınkinden, FREQ: 1
WORD: tamamen, FREQ: 1
WORD: çizgisini, FREQ: 1
WORD: tercih, FREQ: 1
WORD: yılların, FREQ: 1
WORD: hippie, FREQ: 1
WORD: akımına, FREQ: 1
WORD: kapılarak, FREQ: 1
WORD: uyuşturucu, FREQ: 1
WORD: kullanır, FREQ: 1
WORD: yetişkinlik, FREQ: 1
WORD: döneminde, FREQ: 1
WORD: zamanlarda, FREQ: 1
WORD: hayatına, FREQ: 1
WORD: girip, FREQ: 1
WORD: savannah’ta, FREQ: 1
WORD: garson, FREQ: 1
WORD: çalışmaya, FREQ: 1
WORD: apartman, FREQ: 1
WORD: dairesinde, FREQ: 1
WORD: yaşar, FREQ: 1
WORD: belirlenemeyen, FREQ: 1
WORD: hastalıktan, FREQ: 1
WORD: hastalık, FREQ: 1
WORD: cdc, FREQ: 1
WORD: centre, FREQ: 1
WORD: disease, FREQ: 1
WORD: control, FREQ: 1
WORD: aids, FREQ: 1
WORD: adlandırıldı, FREQ: 1
WORD: amerika’nın, FREQ: 1
WORD: atalarından, FREQ: 1
WORD: ölen, FREQ: 1
WORD: kendinin, FREQ: 1
WORD: sonunun, FREQ: 1
WORD: inanan, FREQ: 1
WORD: savaşındaki, FREQ: 1
WORD: düşürüldükleri, FREQ: 1
WORD: pusuda, FREQ: 1
WORD: bacaklarını, FREQ: 1
WORD: kaybeden, FREQ: 1
WORD: bıraktığı, FREQ: 1
WORD: derin, FREQ: 1
WORD: depresyona, FREQ: 1
WORD: ittiği, FREQ: 1
WORD: şirketinde, FREQ: 1
WORD: emirlerin, FREQ: 1
WORD: yaşama, FREQ: 1
WORD: sevincini, FREQ: 1
WORD: yeniden, FREQ: 1
WORD: affeder, FREQ: 1
WORD: bufor, FREQ: 1
WORD: williamsons, FREQ: 1
WORD: forest’ın, FREQ: 1
WORD: orduya, FREQ: 1
WORD: katılmasıyla, FREQ: 1
WORD: tanıştığı, FREQ: 1
WORD: arkadaşıdır, FREQ: 1
WORD: başlangıçta, FREQ: 1
WORD: asıl, FREQ: 1
WORD: olacaktır, FREQ: 1
WORD: vietnam’da, FREQ: 1
WORD: ölmesiyle, FREQ: 1
WORD: şirketteki, FREQ: 1
WORD: payını, FREQ: 1
WORD: teslim, FREQ: 1
WORD: dudaklarını, FREQ: 1
WORD: aşağı, FREQ: 1
WORD: sarkıtabilmek, FREQ: 1
WORD: aparat, FREQ: 1
WORD: takmıştır, FREQ: 1
WORD: kocasının, FREQ: 1
WORD: terk, FREQ: 1
WORD: etmesinin, FREQ: 1
WORD: adayan, FREQ: 1
WORD: koşulsuz, FREQ: 1
WORD: oğluna, FREQ: 1
WORD: adar, FREQ: 1
WORD: dialoglarının, FREQ: 1
WORD: birer, FREQ: 1
WORD: slogan, FREQ: 1
WORD: niteliğindedir, FREQ: 1
WORD: sürülen, FREQ: 1
WORD: dayanmaktadır, FREQ: 1
WORD: gerek, FREQ: 1
WORD: gerekse, FREQ: 1
WORD: romanda, FREQ: 1
WORD: gump’tır, FREQ: 1
WORD: bölümünü, FREQ: 1
WORD: içerir, FREQ: 1
WORD: kurulması, FREQ: 1
WORD: sonundaki, FREQ: 1
WORD: oğluyla, FREQ: 1
WORD: buluşması, FREQ: 1
WORD: sahnelerini, FREQ: 1
WORD: atlar, FREQ: 1
WORD: romandaki, FREQ: 1
WORD: bölümlerin, FREQ: 1
WORD: atlanmasına, FREQ: 1
WORD: destek, FREQ: 1
WORD: kullanması, FREQ: 1
WORD: boydan, FREQ: 1
WORD: boya, FREQ: 1
WORD: koşarak, FREQ: 1
WORD: geçmesi, FREQ: 1
WORD: eklenmiştir, FREQ: 1
WORD: ayrıca, FREQ: 1
WORD: değiştirilmiştir, FREQ: 1
WORD: seçilmeden, FREQ: 1
WORD: yönetmene, FREQ: 1
WORD: teklifte, FREQ: 1
WORD: bulunulmuştur, FREQ: 1
WORD: terry, FREQ: 1
WORD: gilliam, FREQ: 1
WORD: teklifi, FREQ: 1
WORD: direkt, FREQ: 1
WORD: reddetmiştir, FREQ: 1
WORD: sonnenfeld, FREQ: 1
WORD: teklifle, FREQ: 1
WORD: ilgilenmiş, FREQ: 1
WORD: addams, FREQ: 1
WORD: family, FREQ: 1
WORD: values, FREQ: 1
WORD: çekmek, FREQ: 1
WORD: ayrılmıştır, FREQ: 1
WORD: ayından, FREQ: 1
WORD: yılın, FREQ: 1
WORD: aralık, FREQ: 1
WORD: ayına, FREQ: 1
WORD: etmiştir, FREQ: 1
WORD: setinin, FREQ: 1
WORD: kurulsa, FREQ: 1
WORD: beaufort, FREQ: 1
WORD: virginia, FREQ: 1
WORD: kıyı, FREQ: 1
WORD: kesimlerinde, FREQ: 1
WORD: kasabasının, FREQ: 1
WORD: çarşı, FREQ: 1
WORD: merkez, FREQ: 1
WORD: varville, FREQ: 1
WORD: bölgesinde, FREQ: 1
WORD: gerçekleştirilmiştir, FREQ: 1
WORD: çatışma, FREQ: 1
WORD: anında, FREQ: 1
WORD: koşarken, FREQ: 1
WORD: görüntüleri, FREQ: 1
WORD: fripp, FREQ: 1
WORD: adasında, FREQ: 1
WORD: bölümleri, FREQ: 1
WORD: biltmore, FREQ: 1
WORD: estate, FREQ: 1
WORD: ashaville’de, FREQ: 1
WORD: york’ta, FREQ: 1
WORD: york, FREQ: 1
WORD: yakınlarındaki, FREQ: 1
WORD: katlı, FREQ: 1
WORD: house”, FREQ: 1
WORD: combahee, FREQ: 1
WORD: nehri, FREQ: 1
WORD: yakınlarında, FREQ: 1
WORD: inşa, FREQ: 1
WORD: edilirken, FREQ: 1
WORD: yakınlardaki, FREQ: 1
WORD: alanda, FREQ: 1
WORD: curran’ın, FREQ: 1
WORD: sahnelerinde, FREQ: 1
WORD: ortamı, FREQ: 1
WORD: benzetebilmek, FREQ: 1
WORD: amacıyla, FREQ: 1
WORD: yirmiden, FREQ: 1
WORD: palmiye, FREQ: 1
WORD: ağacı, FREQ: 1
WORD: kullanıldı, FREQ: 1
WORD: savannah’taki, FREQ: 1
WORD: chippewa, FREQ: 1
WORD: square’de, FREQ: 1
WORD: durağındaki, FREQ: 1
WORD: banka, FREQ: 1
WORD: angeles’taki, FREQ: 1
WORD: üniversitesinde, FREQ: 1
WORD: ekibi, FREQ: 1
WORD: indistrual, FREQ: 1
WORD: light, FREQ: 1
WORD: magic, FREQ: 1
WORD: efektlerinden, FREQ: 1
WORD: sorumluydu, FREQ: 1
WORD: sahnelerde, FREQ: 1
WORD: tekniğini, FREQ: 1
WORD: kullanılarak, FREQ: 1
WORD: anda, FREQ: 1
WORD: olmayan, FREQ: 1
WORD: kimselerle, FREQ: 1
WORD: gelip, FREQ: 1
WORD: el, FREQ: 1
WORD: sıkışması, FREQ: 1
WORD: sağlandı, FREQ: 1
WORD: figürlerin, FREQ: 1
WORD: seslerini, FREQ: 1
WORD: kaydedebilmek, FREQ: 1
WORD: seslendirme, FREQ: 1
WORD: sanatçıları, FREQ: 1
WORD: istihdam, FREQ: 1
WORD: edilmiş, FREQ: 1
WORD: yeni, FREQ: 1
WORD: diyaloglardaki, FREQ: 1
WORD: ağız, FREQ: 1
WORD: yüz, FREQ: 1
WORD: mimiklerini, FREQ: 1
WORD: televizyon, FREQ: 1
WORD: görüntülerinin, FREQ: 1
WORD: içine, FREQ: 1
WORD: hanks’i, FREQ: 1
WORD: yerleştirebilmek, FREQ: 1
WORD: chrome, FREQ: 1
WORD: key, FREQ: 1
WORD: image, FREQ: 1
WORD: warping, FREQ: 1
WORD: morphing, FREQ: 1
WORD: rotoscoping, FREQ: 1
WORD: teknikleri, FREQ: 1
WORD: sahnelerden, FREQ: 1
WORD: birinde, FREQ: 1
WORD: bubba’yı, FREQ: 1
WORD: arka, FREQ: 1
WORD: planda, FREQ: 1
WORD: napalm, FREQ: 1
WORD: bombaları, FREQ: 1
WORD: patlarken, FREQ: 1
WORD: taşımaktadır, FREQ: 1
WORD: sahnenin, FREQ: 1
WORD: çekiminde, FREQ: 1
WORD: dublörler, FREQ: 1
WORD: williamson’ın, FREQ: 1
WORD: hanks’in, FREQ: 1
WORD: williamson’ı, FREQ: 1
WORD: taşıyabilmesi, FREQ: 1
WORD: tel, FREQ: 1
WORD: kayan, FREQ: 1
WORD: çengelli, FREQ: 1
WORD: halat, FREQ: 1
WORD: taşıma, FREQ: 1
WORD: çekilerek, FREQ: 1
WORD: koşuyormuş, FREQ: 1
WORD: gösterilmiştir, FREQ: 1
WORD: gereği, FREQ: 1
WORD: bacaklarının, FREQ: 1
WORD: görünmemesi, FREQ: 1
WORD: bacakları, FREQ: 1
WORD: mavi, FREQ: 1
WORD: bezle, FREQ: 1
WORD: sarılmış, FREQ: 1
WORD: göründüğü, FREQ: 1
WORD: sahnede, FREQ: 1
WORD: kısımları, FREQ: 1
WORD: tekniğiyle, FREQ: 1
WORD: boyanmıştır, FREQ: 1
WORD: washington, FREQ: 1
WORD: dc, FREQ: 1
WORD: lincoln, FREQ: 1
WORD: anıtı, FREQ: 1
WORD: reflecting, FREQ: 1
WORD: pool’da, FREQ: 1
WORD: düzenlenen, FREQ: 1
WORD: barış, FREQ: 1
WORD: gösterisinde, FREQ: 1
WORD: buluşma, FREQ: 1
WORD: görüntülerinde, FREQ: 1
WORD: günden, FREQ: 1
WORD: süren, FREQ: 1
WORD: çekimlerde, FREQ: 1
WORD: ekstragörüntü, FREQ: 1
WORD: çekimin, FREQ: 1
WORD: insanların, FREQ: 1
WORD: yerleri, FREQ: 1
WORD: değiştirilerek, FREQ: 1
WORD: kamera, FREQ: 1
WORD: açıları, FREQ: 1
WORD: çekim, FREQ: 1
WORD: yapılmıştır, FREQ: 1
WORD: bilgisayarların, FREQ: 1
WORD: yardımıyla, FREQ: 1
WORD: görüntüler, FREQ: 1
WORD: çoğaltıldı, FREQ: 1
WORD: yüzbinlerce, FREQ: 1
WORD: kişiden, FREQ: 1
WORD: oluşturuldu, FREQ: 1
WORD: görüş, FREQ: 1
WORD: bildirilmiştir, FREQ: 1
WORD: rotter, FREQ: 1
WORD: kişiden , FREQ: 1
WORD: bildirimde, FREQ: 1
WORD: bulunduğunu, FREQ: 1
WORD: belirtmiştir, FREQ: 1
WORD: normalleştirilmiş, FREQ: 1
WORD: oylama, FREQ: 1
WORD: sistemi, FREQ: 1
WORD: kullanan, FREQ: 1
WORD: metacritic, FREQ: 1
WORD: izleyiciden , FREQ: 1
WORD: oy, FREQ: 1
WORD: kulladığını, FREQ: 1
WORD: söylemiştir, FREQ: 1
WORD: chicago, FREQ: 1
WORD: times’dan, FREQ: 1
WORD: ebert, FREQ: 1
WORD: gibisiyle, FREQ: 1
WORD: karşılaşmadım, FREQ: 1
WORD: izlemedim, FREQ: 1
WORD: açıklamaya, FREQ: 1
WORD: çalışmak, FREQ: 1
WORD: olduğundan, FREQ: 1
WORD: bilindik, FREQ: 1
WORD: türden, FREQ: 1
WORD: gösterebilir, FREQ: 1
WORD: gerekirse, FREQ: 1
WORD: bence, FREQ: 1
WORD: türünde, FREQ: 1
WORD: olabilir, FREQ: 1
WORD: hayal, FREQ: 1
WORD: modern, FREQ: 1
WORD: kurgunun, FREQ: 1
WORD: karmaşasını, FREQ: 1
WORD: hüzün, FREQ: 1
WORD: nefes, FREQ: 1
WORD: kesici, FREQ: 1
WORD: denge, FREQ: 1
WORD: insanı, FREQ: 1
WORD: kahkaya, FREQ: 1
WORD: boğacak, FREQ: 1
WORD: acı, FREQ: 1
WORD: gerçeklerle, FREQ: 1
WORD: yüzleştirecek, FREQ: 1
WORD: senaryo…ne, FREQ: 1
WORD: miyon, FREQ: 1
WORD: üretilen, FREQ: 1
WORD: salonda, FREQ: 1
WORD: yazarı, FREQ: 1
WORD: danışman, FREQ: 1
WORD: jeffry, FREQ: 1
WORD: hilton, FREQ: 1
WORD: kopyasını, FREQ: 1
WORD: izledikten, FREQ: 1
WORD: tanıtım, FREQ: 1
WORD: pazarlama, FREQ: 1
WORD: bütçesinin, FREQ: 1
WORD: katına, FREQ: 1
WORD: çıkarılmasını, FREQ: 1
