WORD: afişi, FREQ: 1
WORD: söyledi, FREQ: 1
WORD: müzikali, FREQ: 1
WORD: aşamasındadır, FREQ: 1
WORD: i̇çindekiler, FREQ: 1
WORD: yaşamını, FREQ: 1
WORD: mutluca, FREQ: 1
WORD: sürdürmekte, FREQ: 1
WORD: gençtir, FREQ: 1
WORD: sahtekarlığı, FREQ: 1
WORD: yüzünden, FREQ: 1
WORD: bankadaki, FREQ: 1
WORD: parasına, FREQ: 1
WORD: el, FREQ: 1
WORD: konulmasının, FREQ: 1
WORD: taşınmak, FREQ: 1
WORD: zorunda, FREQ: 1
WORD: kalır, FREQ: 1
WORD: kocasının, FREQ: 1
WORD: kaçamak, FREQ: 1
WORD: sözde, FREQ: 1
WORD: öğretmen, FREQ: 1
WORD: fransızca, FREQ: 1
WORD: sınıfında, FREQ: 1
WORD: ders, FREQ: 1
WORD: vermektedir, FREQ: 1
WORD: kaçar, FREQ: 1
WORD: parasız, FREQ: 1
WORD: kaçışının, FREQ: 1
WORD: gerektirecek, FREQ: 1
WORD: yasadışı, FREQ: 1
WORD: işlere, FREQ: 1
WORD: soyunur, FREQ: 1
WORD: üçkağıtçılığı, FREQ: 1
WORD: zamanla, FREQ: 1
WORD: gelişir, FREQ: 1
WORD: tanıtmaya, FREQ: 1
WORD: lufthansa, FREQ: 1
WORD: maaş, FREQ: 1
WORD: bordrolarını, FREQ: 1
WORD: bozdurarak, FREQ: 1
WORD: amerikan, FREQ: 1
WORD: dolarının, FREQ: 1
WORD: üzerinde, FREQ: 1
WORD: sahtecilikleri, FREQ: 1
WORD: uzmanı, FREQ: 1
WORD: karl, FREQ: 1
WORD: üslerinden, FREQ: 1
WORD: bilgi, FREQ: 1
WORD: ışığında, FREQ: 1
WORD: peşine, FREQ: 1
WORD: düşer, FREQ: 1
WORD: otel, FREQ: 1
WORD: odasında, FREQ: 1
WORD: karşılar, FREQ: 1
WORD: kendisininde, FREQ: 1
WORD: gizli, FREQ: 1
WORD: serviste, FREQ: 1
WORD: çalıştığını, FREQ: 1
WORD: adının, FREQ: 1
WORD: kandırmayı, FREQ: 1
WORD: düşürülmesine, FREQ: 1
WORD: sinirlenir, FREQ: 1
WORD: yalanı, FREQ: 1
WORD: oradan, FREQ: 1
WORD: uzaklaşmıştır, FREQ: 1
WORD: noel, FREQ: 1
WORD: arefesinde, FREQ: 1
WORD: çalışırken, FREQ: 1
WORD: arar, FREQ: 1
WORD: düşürdüğü, FREQ: 1
WORD: özür, FREQ: 1
WORD: dilemek, FREQ: 1
WORD: özrünü, FREQ: 1
WORD: etmez, FREQ: 1
WORD: yakayı, FREQ: 1
WORD: ele, FREQ: 1
WORD: vereceğini, FREQ: 1
WORD: gülmeye, FREQ: 1
WORD: konuşabileceği, FREQ: 1
WORD: başka, FREQ: 1
WORD: kimsesi, FREQ: 1
WORD: olmadığı, FREQ: 1
WORD: aradığını, FREQ: 1
WORD: anlamıştır, FREQ: 1
WORD: telefonu, FREQ: 1
WORD: kapatır, FREQ: 1
WORD: araştırmasına, FREQ: 1
WORD: müddet, FREQ: 1
WORD: isminin, FREQ: 1
WORD: çizgi, FREQ: 1
WORD: romandan, FREQ: 1
WORD: alındığını, FREQ: 1
WORD: farkederek, FREQ: 1
WORD: yaşta, FREQ: 1
WORD: tanıtmakla, FREQ: 1
WORD: kalmaz, FREQ: 1
WORD: aşık, FREQ: 1
WORD: olur, FREQ: 1
WORD: düğün, FREQ: 1
WORD: gününe, FREQ: 1
WORD: takip, FREQ: 1
WORD: gerçekleri, FREQ: 1
WORD: istediğini, FREQ: 1
WORD: gizlice, FREQ: 1
WORD: ayrılırken, FREQ: 1
WORD: buluşmaları, FREQ: 1
WORD: gerektiğini, FREQ: 1
WORD: yem, FREQ: 1
WORD: tutulan, FREQ: 1
WORD: geldiğini, FREQ: 1
WORD: aniden, FREQ: 1
WORD: etrafta, FREQ: 1
WORD: sayıda, FREQ: 1
WORD: fark, FREQ: 1
WORD: ederek, FREQ: 1
WORD: tuzak, FREQ: 1
WORD: kurulduğunu, FREQ: 1
WORD: kurtularak, FREQ: 1
WORD: uçar, FREQ: 1
WORD: ay, FREQ: 1
WORD: amirine, FREQ: 1
WORD: dünyada, FREQ: 1
WORD: sahtecilik, FREQ: 1
WORD: kontrolden, FREQ: 1
WORD: çıktığını, FREQ: 1
WORD: amirinden, FREQ: 1
WORD: gidip, FREQ: 1
WORD: izini, FREQ: 1
WORD: sürmek, FREQ: 1
WORD: amiri, FREQ: 1
WORD: vermese, FREQ: 1
WORD: çekleri, FREQ: 1
WORD: usta, FREQ: 1
WORD: matbaacıya, FREQ: 1
WORD: göstererek, FREQ: 1
WORD: basıldığını, FREQ: 1
WORD: doğrulatır, FREQ: 1
WORD: görüşme, FREQ: 1
WORD: esnasında, FREQ: 1
WORD: doğumlu, FREQ: 1
WORD: söylediğini, FREQ: 1
WORD: hatırlaması, FREQ: 1
WORD: doğuca, FREQ: 1
WORD: oraya, FREQ: 1
WORD: giderek, FREQ: 1
WORD: bulur, FREQ: 1
WORD: sessizce, FREQ: 1
WORD: çıkmaması, FREQ: 1
WORD: halinde, FREQ: 1
WORD: polisinin, FREQ: 1
WORD: öldüreceğini, FREQ: 1
WORD: şaka, FREQ: 1
WORD: zanneder, FREQ: 1
WORD: yalan, FREQ: 1
WORD: söylemediğine, FREQ: 1
WORD: söz, FREQ: 1
WORD: çıkarlar, FREQ: 1
WORD: hapishaneye, FREQ: 1
WORD: götürür, FREQ: 1
WORD: götüreceğini, FREQ: 1
WORD: olaylar, FREQ: 1
WORD: uçakta, FREQ: 1
WORD: gidişiyle, FREQ: 1
WORD: babasının, FREQ: 1
WORD: öldüğünü, FREQ: 1
WORD: üzüntü, FREQ: 1
WORD: içerisinde, FREQ: 1
WORD: kahrolan, FREQ: 1
WORD: tuvaletteki, FREQ: 1
WORD: klozeti, FREQ: 1
WORD: yerinden, FREQ: 1
WORD: söküp, FREQ: 1
WORD: inişin, FREQ: 1
WORD: iniş, FREQ: 1
WORD: takımlarının, FREQ: 1
WORD: bulunduğu, FREQ: 1
WORD: yerden, FREQ: 1
WORD: kaçarak, FREQ: 1
WORD: eski, FREQ: 1
WORD: evine, FREQ: 1
WORD: gider, FREQ: 1
WORD: annesini, FREQ: 1
WORD: üvey, FREQ: 1
WORD: kardeşi, FREQ: 1
WORD: düşündüğü, FREQ: 1
WORD: çocuğunu, FREQ: 1
WORD: bırakarak, FREQ: 1
WORD: hapishanede, FREQ: 1
WORD: çekmeye, FREQ: 1
WORD: sıra, FREQ: 1
WORD: ziyaret, FREQ: 1
WORD: etmektedir, FREQ: 1
WORD: götürdüğü, FREQ: 1
WORD: çeklerden, FREQ: 1
WORD: birinin, FREQ: 1
WORD: rahatça, FREQ: 1
WORD: etmesi, FREQ: 1
WORD: sonucu, FREQ: 1
WORD: yetkilileriyle, FREQ: 1
WORD: görüştürmeye, FREQ: 1
WORD: verir, FREQ: 1
WORD: mülakatta, FREQ: 1
WORD: sahtekarlıkları, FREQ: 1
WORD: çalışması, FREQ: 1
WORD: durumunda, FREQ: 1
WORD: kalanını, FREQ: 1
WORD: çekmeyeceği, FREQ: 1
WORD: söylenir, FREQ: 1
WORD: nezareti, FREQ: 1
WORD: altında, FREQ: 1
WORD: seferler, FREQ: 1
WORD: olma, FREQ: 1
WORD: özlemi, FREQ: 1
WORD: içerisindedir, FREQ: 1
WORD: heyecanlı, FREQ: 1
WORD: kaçışlar, FREQ: 1
WORD: planlar, FREQ: 1
WORD: tekrar, FREQ: 1
WORD: yakalayarak, FREQ: 1
WORD: istediği, FREQ: 1
WORD: yere, FREQ: 1
WORD: uçabileceğini, FREQ: 1
WORD: yalanlar, FREQ: 1
WORD: dünyasında, FREQ: 1
WORD: yaşamak, FREQ: 1
WORD: kolaydır, FREQ: 1
WORD: kimsenin, FREQ: 1
WORD: kovalamadığını, FREQ: 1
WORD: döneceğini, FREQ: 1
WORD: bildiğini, FREQ: 1
WORD: pazartesi, FREQ: 1
WORD: günü, FREQ: 1
WORD: sürelik, FREQ: 1
WORD: gecikmeden, FREQ: 1
WORD: döner, FREQ: 1
WORD: yaşamının, FREQ: 1
WORD: sahtecilikle, FREQ: 1
WORD: geçmediğini, FREQ: 1
WORD: baro, FREQ: 1
WORD: sınavını, FREQ: 1
WORD: haftalık, FREQ: 1
WORD: çalışma, FREQ: 1
WORD: sonucunda, FREQ: 1
WORD: geçtiğini, FREQ: 1
WORD: bitiş, FREQ: 1
WORD: mutlu, FREQ: 1
WORD: evliliğe, FREQ: 1
WORD: oğluyla, FREQ: 1
WORD: midwest, FREQ: 1
WORD: te, FREQ: 1
WORD: yaşadığı, FREQ: 1
WORD: dost, FREQ: 1
WORD: oldukları, FREQ: 1
WORD: yazar, FREQ: 1
WORD: dünyanın, FREQ: 1
WORD: azılı, FREQ: 1
WORD: sahtecilerinin, FREQ: 1
WORD: yakalanmasına, FREQ: 1
WORD: taklit, FREQ: 1
WORD: edilemeyen, FREQ: 1
WORD: çekler, FREQ: 1
WORD: yapması, FREQ: 1
WORD: dolarlar, FREQ: 1
WORD: kazanmaya, FREQ: 1
WORD: ediyor, FREQ: 1
WORD: setinde, FREQ: 1
WORD: değilken, FREQ: 1
WORD: kılıktan, FREQ: 1
WORD: kılığa, FREQ: 1
WORD: bürünmesi, FREQ: 1
WORD: değerinde, FREQ: 1
WORD: dolandırıcılığında, FREQ: 1
WORD: bulundu, FREQ: 1
WORD: genelinde, FREQ: 1
WORD: peşinde, FREQ: 1
WORD: görülür, FREQ: 1
WORD: sahteciliğini, FREQ: 1
WORD: almaz, FREQ: 1
WORD: onunla, FREQ: 1
WORD: dalga, FREQ: 1
WORD: geçerler, FREQ: 1
WORD: boşanmıştır, FREQ: 1
WORD: kızıyla, FREQ: 1
WORD: chicago, FREQ: 1
WORD: sonunda, FREQ: 1
WORD: hanretty, FREQ: 1
WORD: sıkı, FREQ: 1
WORD: arkadaş, FREQ: 1
WORD: olurlar, FREQ: 1
WORD: gazisidir, FREQ: 1
WORD: kaçırdığı, FREQ: 1
WORD: yı, FREQ: 1
WORD: servetinin, FREQ: 1
WORD: kısmını, FREQ: 1
WORD: kaybetmiştir, FREQ: 1
WORD: tren, FREQ: 1
WORD: istasyonunda, FREQ: 1
WORD: merdivenlerden, FREQ: 1
WORD: düşerek, FREQ: 1
WORD: ölür, FREQ: 1
WORD: hemşirelik, FREQ: 1
WORD: yapmaya, FREQ: 1
WORD: gelmeden, FREQ: 1
WORD: düşük, FREQ: 1
WORD: doğum, FREQ: 1
WORD: yapmıştı, FREQ: 1
WORD: katı, FREQ: 1
WORD: kurallara, FREQ: 1
WORD: ailesi, FREQ: 1
WORD: rastlayana, FREQ: 1
WORD: evlatlıktan, FREQ: 1
WORD: reddetmişti, FREQ: 1
WORD: kocası, FREQ: 1
WORD: berkeley, FREQ: 1
WORD: deki, FREQ: 1
WORD: üniversitesi, FREQ: 1
WORD: nden, FREQ: 1
WORD: sert, FREQ: 1
WORD: düzenli, FREQ: 1
WORD: avukattır, FREQ: 1
WORD: hukuk, FREQ: 1
WORD: fakültesinden, FREQ: 1
WORD: olduğuna, FREQ: 1
WORD: kolayca, FREQ: 1
WORD: inanmıştır, FREQ: 1
WORD: sırasında, FREQ: 1
WORD: tanıştıktan, FREQ: 1
WORD: hafta, FREQ: 1
WORD: evlenmişlerdir, FREQ: 1
WORD: evlenmek, FREQ: 1
WORD: yaşındayken, FREQ: 1
WORD: boşanır, FREQ: 1
WORD: ikimci, FREQ: 1
WORD: evliliğinden, FREQ: 1
WORD: sahibi, FREQ: 1
WORD: rottery, FREQ: 1
WORD: kulübüne, FREQ: 1
WORD: üyedirler, FREQ: 1
WORD: sürükler, FREQ: 1
WORD: nancy, FREQ: 1
WORD: lenehan, FREQ: 1
WORD: rogers, FREQ: 1
WORD: karısıdır, FREQ: 1
WORD: olduğunun, FREQ: 1
WORD: büyüsüne, FREQ: 1
WORD: kapılarak, FREQ: 1
WORD: kızının, FREQ: 1
WORD: evlenmesini, FREQ: 1
WORD: hoş, FREQ: 1
WORD: karşılamıştır, FREQ: 1
WORD: ellen, FREQ: 1
WORD: pompeo, FREQ: 1
WORD: elizabeth, FREQ: 1
WORD: banks, FREQ: 1
WORD: rollerde, FREQ: 1
WORD: aldılar, FREQ: 1
WORD: brian, FREQ: 1
WORD: howe, FREQ: 1
WORD: hughes, FREQ: 1
WORD: chris, FREQ: 1
WORD: ellis, FREQ: 1
WORD: ajanlarını, FREQ: 1
WORD: canlandırdılar, FREQ: 1
WORD: jennifer, FREQ: 1
WORD: garner, FREQ: 1
WORD: telefon, FREQ: 1
WORD: kızı, FREQ: 1
WORD: cameo, FREQ: 1
WORD: yaptı, FREQ: 1
WORD: karakterini, FREQ: 1
WORD: tutuklamak, FREQ: 1
WORD: rolünü, FREQ: 1
WORD: oynadı, FREQ: 1
WORD: yaşam, FREQ: 1
WORD: öyküsüne, FREQ: 1
WORD: haklarını, FREQ: 1
WORD: sattı, FREQ: 1
WORD: paramount, FREQ: 1
WORD: pictures, FREQ: 1
WORD: kempts, FREQ: 1
WORD: senaryosunu, FREQ: 1
WORD: getirdi, FREQ: 1
WORD: yılına, FREQ: 1
WORD: süreliğine, FREQ: 1
WORD: karşın, FREQ: 1
WORD: tercihini, FREQ: 1
WORD: panik, FREQ: 1
WORD: odası, FREQ: 1
WORD: panic, FREQ: 1
WORD: room, FREQ: 1
WORD: filminden, FREQ: 1
WORD: yana, FREQ: 1
WORD: kullanarak, FREQ: 1
WORD: ısrarıyla, FREQ: 1
WORD: başrolde, FREQ: 1
WORD: yapımcılığını, FREQ: 1
WORD: üstlenmesinin, FREQ: 1
WORD: mart, FREQ: 1
WORD: çekimlere, FREQ: 1
WORD: başlandı, FREQ: 1
WORD: ed, FREQ: 1
WORD: chloe, FREQ: 1
WORD: kadrosuna, FREQ: 1
WORD: etmişti, FREQ: 1
WORD: gangs, FREQ: 1
WORD: alması, FREQ: 1
WORD: anlaşmaya, FREQ: 1
WORD: varılmasına, FREQ: 1
WORD: yapımdan, FREQ: 1
WORD: sıralarda, FREQ: 1
WORD: ayrılma, FREQ: 1
WORD: almışlardı, FREQ: 1
WORD: etme, FREQ: 1
WORD: dreamswork, FREQ: 1
WORD: ün, FREQ: 1
WORD: kurucularından, FREQ: 1
WORD: miloš, FREQ: 1
WORD: crowe’a, FREQ: 1
WORD: teklif, FREQ: 1
WORD: etmeyi, FREQ: 1
WORD: düşündü, FREQ: 1
WORD: big, FREQ: 1
WORD: fish, FREQ: 1
WORD: memoirs, FREQ: 1
WORD: geisha, FREQ: 1
WORD: yapımlardan, FREQ: 1
WORD: ayrılması, FREQ: 1
WORD: üstlenmeye, FREQ: 1
WORD: iten, FREQ: 1
WORD: faktördü, FREQ: 1
WORD: yönetmenliğine, FREQ: 1
WORD: resmen, FREQ: 1
WORD: başladı, FREQ: 1
WORD: asıl, FREQ: 1
WORD: ertelendi, FREQ: 1
WORD: yerleriyse, FREQ: 1
WORD: burbank, FREQ: 1
WORD: downey, FREQ: 1
WORD: la, FREQ: 1
WORD: ontario, FREQ: 1
WORD: miami, FREQ: 1
WORD: farklı, FREQ: 1
WORD: mekanda, FREQ: 1
WORD: durumu, FREQ: 1
WORD: ifade, FREQ: 1
WORD: alacağını, FREQ: 1
WORD: düşündüğümüz, FREQ: 1
WORD: sahneler, FREQ: 1
WORD: öğlende, FREQ: 1
WORD: çekiliyordu, FREQ: 1
WORD: arasında, FREQ: 1
WORD: waldorf, FREQ: 1
WORD: hotel, FREQ: 1
WORD: yakınında, FREQ: 1
WORD: set, FREQ: 1
WORD: ekibi, FREQ: 1
WORD: mahkeme, FREQ: 1
WORD: sahnelerinin, FREQ: 1
WORD: orange, FREQ: 1
WORD: jersey, FREQ: 1
WORD: brooklyn, FREQ: 1
WORD: döndü, FREQ: 1
WORD: sahne, FREQ: 1
WORD: kennedy, FREQ: 1
WORD: ndaki, FREQ: 1
WORD: twa, FREQ: 1
WORD: uçuş, FREQ: 1
WORD: merkezi, FREQ: 1
WORD: özgü, FREQ: 1
WORD: havası, FREQ: 1
WORD: taşımasından, FREQ: 1
WORD: city, FREQ: 1
WORD: seçilen, FREQ: 1
WORD: yerlerden, FREQ: 1
WORD: biriydi, FREQ: 1
WORD: sona, FREQ: 1
WORD: erdi, FREQ: 1
WORD: senaryosu, FREQ: 1
WORD: yazılırken, FREQ: 1
WORD: hayatta, FREQ: 1
WORD: yaşanmış, FREQ: 1
WORD: olayların, FREQ: 1
WORD: birçoğunun, FREQ: 1
WORD: değiştirilmesine, FREQ: 1
WORD: hakkıyla, FREQ: 1
WORD: yapabilecek, FREQ: 1
WORD: herhangi, FREQ: 1
WORD: rastlamış, FREQ: 1
WORD: konuşmuş, FREQ: 1
WORD: değildim, FREQ: 1
WORD: senaryoyu, FREQ: 1
WORD: okumamıştım, FREQ: 1
WORD: okumamayı, FREQ: 1
WORD: tercih, FREQ: 1
WORD: etmiştim, FREQ: 1
WORD: karakterize, FREQ: 1
WORD: edeceğini, FREQ: 1
WORD: anlamıştım, FREQ: 1
WORD: yazarıyla, FREQ: 1
WORD: konuşarak, FREQ: 1
WORD: senaryodaki, FREQ: 1
WORD: ilişkilerin, FREQ: 1
WORD: yapılan, FREQ: 1
WORD: sahteciliklerin, FREQ: 1
WORD: işlediğim, FREQ: 1
WORD: aktarılmasını, FREQ: 1
WORD: istedi, FREQ: 1
WORD: umarım, FREQ: 1
WORD: sonuç, FREQ: 1
WORD: meraklandıran, FREQ: 1
WORD: boşanma, FREQ: 1
WORD: çağı, FREQ: 1
WORD: mesajları, FREQ: 1
WORD: şeklinde, FREQ: 1
WORD: konuştu, FREQ: 1
WORD: kaçışından, FREQ: 1
WORD: görmedi, FREQ: 1
WORD: frank’in, FREQ: 1
WORD: babasıyla, FREQ: 1
WORD: buluşmasında, FREQ: 1
WORD: havayollarının, FREQ: 1
WORD: üniformasını, FREQ: 1
WORD: hoşnut, FREQ: 1
WORD: etmeye, FREQ: 1
WORD: çalışırkenki, FREQ: 1
WORD: şekliyle, FREQ: 1
WORD: etmesini, FREQ: 1
WORD: fikri, FREQ: 1
WORD: görmediysem, FREQ: 1
WORD: güzel, FREQ: 1
WORD: kadınla, FREQ: 1
WORD: buluşup, FREQ: 1
WORD: harika, FREQ: 1
WORD: yaşadıktan, FREQ: 1
WORD: kazandıktan, FREQ: 1
WORD: sonraki, FREQ: 1
WORD: gece, FREQ: 1
WORD: oteldeki, FREQ: 1
WORD: odama, FREQ: 1
WORD: araya, FREQ: 1
WORD: gelmelerini, FREQ: 1
WORD: düşleyerek, FREQ: 1
WORD: ağlardım, FREQ: 1
WORD: düşün, FREQ: 1
WORD: doğrulanışıdır, FREQ: 1
WORD: canlandırıldı, FREQ: 1
WORD: dayandırılmıştır, FREQ: 1
WORD: aktarılırken, FREQ: 1
WORD: ismi, FREQ: 1
WORD: kullanılmasına, FREQ: 1
WORD: bilinmeyen, FREQ: 1
WORD: sebeplerden, FREQ: 1
WORD: değiştirilmişti, FREQ: 1
WORD: boeing, FREQ: 1
WORD: tipi, FREQ: 1
WORD: uçaktan, FREQ: 1
WORD: basitçe, FREQ: 1
WORD: kaçmıştı, FREQ: 1
WORD: kaçtığı, FREQ: 1
WORD: tuvalet, FREQ: 1
WORD: değildi, FREQ: 1
WORD: espri, FREQ: 1
WORD: yazıldığını, FREQ: 1
WORD: parçalanmaları, FREQ: 1
WORD: döneminde, FREQ: 1
WORD: yaşanan, FREQ: 1
WORD: zorlukları, FREQ: 1
WORD: işlemektedir, FREQ: 1
WORD: ebeveynleri, FREQ: 1
WORD: genç, FREQ: 1
WORD: delikalıyken, FREQ: 1
WORD: ninkine, FREQ: 1
WORD: benzer, FREQ: 1
WORD: boşanmışlardı, FREQ: 1
WORD: filmlerim, FREQ: 1
WORD: parçalanmış, FREQ: 1
WORD: aileler, FREQ: 1
WORD: kötü, FREQ: 1
WORD: geçmişlerinden, FREQ: 1
WORD: kaçan, FREQ: 1
WORD: insanlar, FREQ: 1
WORD: üzerinedir, FREQ: 1
WORD: söylemem, FREQ: 1
WORD: üzücü, FREQ: 1
WORD: durumlar, FREQ: 1
WORD: bilirsiniz, FREQ: 1
WORD: hakkımda, FREQ: 1
WORD: yürek, FREQ: 1
WORD: burkucu, FREQ: 1
WORD: hikâyelerle, FREQ: 1
WORD: anlattığım, FREQ: 1
WORD: şeylerde, FREQ: 1
WORD: demişti, FREQ: 1
WORD: karısından, FREQ: 1
WORD: boşanmış, FREQ: 1
WORD: şikago, FREQ: 1
WORD: kızlarıyla, FREQ: 1
WORD: beraber, FREQ: 1
WORD: üçkağıtçı, FREQ: 1
WORD: karakteriyle, FREQ: 1
WORD: sempati, FREQ: 1
WORD: duyulabilen, FREQ: 1
WORD: yapmak, FREQ: 1
WORD: sefer, FREQ: 1
WORD: di, FREQ: 1
WORD: açıklamasında, FREQ: 1
WORD: insanların, FREQ: 1
WORD: şimdikinden, FREQ: 1
WORD: arzettiği, FREQ: 1
WORD: lı, FREQ: 1
WORD: ortasında, FREQ: 1
WORD: yüzyıl, FREQ: 1
WORD: zekasını, FREQ: 1
WORD: barındıran, FREQ: 1
WORD: gençti, FREQ: 1
WORD: kahramanı, FREQ: 1
WORD: kişinin, FREQ: 1
WORD: kariyer, FREQ: 1
WORD: planlarım, FREQ: 1
WORD: diyebileceğini, FREQ: 1
WORD: zannetmiyorum, FREQ: 1
WORD: konuşmuştu, FREQ: 1
WORD: hollywood, FREQ: 1
WORD: öyküleri, FREQ: 1
WORD: değiştirdiğini, FREQ: 1
WORD: biliyordum, FREQ: 1
WORD: esin, FREQ: 1
WORD: olduğum, FREQ: 1
WORD: almaları, FREQ: 1
WORD: onurlandırdı, FREQ: 1
WORD: anlaşılması, FREQ: 1
WORD: nokta, FREQ: 1
WORD: filmden, FREQ: 1
WORD: ziyade, FREQ: 1
WORD: biyografik, FREQ: 1
WORD: belgesel, FREQ: 1
WORD: yorumu, FREQ: 1
WORD: birleşik, FREQ: 1
WORD: devletleri, FREQ: 1
WORD: yayın, FREQ: 1
WORD: yapan, FREQ: 1
WORD: kablolu, FREQ: 1
WORD: kanalı, FREQ: 1
WORD: game, FREQ: 1
WORD: show, FREQ: 1
WORD: network, FREQ: 1
WORD: tell, FREQ: 1
WORD: truth, FREQ: 1
WORD: programının, FREQ: 1
WORD: abagnale’nin, FREQ: 1
WORD: edildiği, FREQ: 1
WORD: program, FREQ: 1
WORD: yayımlamıştı, FREQ: 1
WORD: bölümler, FREQ: 1
WORD: reklam, FREQ: 1
WORD: gösterilmişti, FREQ: 1
WORD: pazarlama, FREQ: 1
WORD: departmanı, FREQ: 1
WORD: hikâyeden, FREQ: 1
WORD: esinlenilmiştir, FREQ: 1
WORD: ifadesini, FREQ: 1
WORD: kullanmakta, FREQ: 1
WORD: kararlıydı, FREQ: 1
WORD: akıl, FREQ: 1
WORD: oyunları, FREQ: 1
WORD: beautiful, FREQ: 1
WORD: mind, FREQ: 1
WORD: onaltıncı, FREQ: 1
WORD: raund, FREQ: 1
WORD: hurricane, FREQ: 1
WORD: gerçeğinden, FREQ: 1
WORD: saptırılmış, FREQ: 1
WORD: filmlerden, FREQ: 1
WORD: edilebilmesi, FREQ: 1
WORD: yola, FREQ: 1
WORD: başvurmuşlardı, FREQ: 1
WORD: galası, FREQ: 1
WORD: westwood, FREQ: 1
WORD: california, FREQ: 1
WORD: gösterime, FREQ: 1
WORD: girdi, FREQ: 1
WORD: açılış, FREQ: 1
WORD: haftasında, FREQ: 1
WORD: salonda, FREQ: 1
WORD: yaklaşık, FREQ: 1
WORD: dolardan, FREQ: 1
WORD: kuzey, FREQ: 1
WORD: ülkelerden, FREQ: 1
WORD: kazanılmasıyla, FREQ: 1
WORD: toplam, FREQ: 1
WORD: dolara, FREQ: 1
WORD: ulaştı, FREQ: 1
WORD: maliyeti, FREQ: 1
WORD: doları, FREQ: 1
WORD: altıya, FREQ: 1
WORD: katlayarak, FREQ: 1
WORD: tam, FREQ: 1
WORD: eden, FREQ: 1
WORD: onbirinci, FREQ: 1
WORD: yönetildi, FREQ: 1
WORD: listede, FREQ: 1
WORD: onuncu, FREQ: 1
WORD: sıradaydı, FREQ: 1
WORD: sitesinde, FREQ: 1
WORD: toplanan, FREQ: 1
WORD: olumlu, FREQ: 1
WORD: yaklaşmıştı, FREQ: 1
WORD: sitenin, FREQ: 1
WORD: top, FREQ: 1
WORD: critics, FREQ: 1
WORD: oylamasında, FREQ: 1
WORD: eleştiride, FREQ: 1
WORD: de , FREQ: 1
WORD: beğenmişti, FREQ: 1
WORD: metacritic, FREQ: 1
WORD: teki, FREQ: 1
WORD: ise , FREQ: 1
WORD: beğenme, FREQ: 1
WORD: oranı, FREQ: 1
WORD: ortaya, FREQ: 1
WORD: çıkıyordu, FREQ: 1
WORD: ebert, FREQ: 1
WORD: sözlerini, FREQ: 1
WORD: sonlandırdı, FREQ: 1
WORD: sıkılmadan, FREQ: 1
WORD: izlenebilecek, FREQ: 1
WORD: mick, FREQ: 1
WORD: lasalle, FREQ: 1
WORD: spielberg’in, FREQ: 1
WORD: akıcı, FREQ: 1
WORD: tanesi, FREQ: 1
WORD: renkli, FREQ: 1
WORD: sinematografisi, FREQ: 1
WORD: akıllıca, FREQ: 1
WORD: performansları, FREQ: 1
